driverId,constructorId,grid,position
1,131,1,3
3,131,4,4
17,9,3,5
18,1,6,6
13,6,10,7
154,208,7,8
16,10,12,9
817,5,19,10
815,1,13,11
818,5,18,12
807,15,11,13
821,15,21,14
822,3,20,15
823,207,14,16
813,3,17,17
824,206,15,18
820,206,16,19
814,10,5,\N
8,208,8,\N
819,207,22,\N
20,9,1,1
4,6,5,2
17,9,2,3
13,6,4,4
807,15,3,5
3,131,6,6
817,5,7,7
154,208,13,8
1,131,12,9
18,1,9,10
8,208,11,11
815,1,8,12
821,15,16,13
813,3,14,14
822,3,18,15
16,10,17,16
819,207,20,17
823,207,19,18
824,206,21,19
820,206,22,20
818,5,10,\N
814,10,15,\N
20,9,1,1
4,6,7,2
8,208,13,3
3,131,2,4
1,131,5,5
13,6,6,6
18,1,8,7
815,1,14,8
807,15,11,9
16,10,15,10
813,3,18,11
821,15,10,12
822,3,16,13
818,5,12,14
17,9,4,15
823,207,20,16
820,206,22,17
824,206,21,18
819,207,19,19
814,10,17,20
154,208,3,\N
817,5,9,\N
20,9,1,1
8,208,9,2
154,208,3,3
807,15,7,4
1,131,2,5
4,6,5,6
3,131,4,7
18,1,11,8
13,6,6,9
815,1,10,10
821,15,8,11
822,3,17,12
813,3,18,13
819,207,19,14
823,207,20,15
824,206,22,16
820,206,21,17
818,5,16,18
817,5,12,19
16,10,14,20
17,9,13,\N
814,10,15,\N
20,9,2,1
17,9,1,2
154,208,4,3
4,6,8,4
8,208,9,5
807,15,7,6
821,15,14,7
3,131,6,8
18,1,10,9
13,6,5,10
814,10,12,11
818,5,17,12
817,5,16,13
16,10,22,14
815,1,11,15
813,3,15,16
822,3,13,17
819,207,20,18
820,206,18,19
1,131,3,\N
823,207,19,\N
824,206,21,\N
20,9,1,1
3,131,2,2
154,208,17,3
13,6,5,4
815,1,9,5
1,131,3,6
8,208,6,7
814,10,12,8
16,10,13,9
817,5,11,10
4,6,8,11
813,3,18,12
818,5,14,13
18,1,10,14
821,15,16,15
822,3,15,16
820,206,22,17
824,206,19,18
807,15,7,19
17,9,4,\N
819,207,21,\N
823,207,20,\N
20,9,2,1
17,9,1,2
3,131,3,3
154,208,6,4
4,6,10,5
814,10,11,6
1,131,4,7
13,6,7,8
815,1,8,9
16,10,17,10
813,3,14,11
18,1,12,12
821,15,16,13
807,15,5,14
822,3,15,15
817,5,9,16
818,5,13,17
823,207,18,18
819,207,19,19
824,206,21,20
820,206,20,21
8,208,22,\N
20,9,1,1
154,208,3,2
17,9,2,3
1,131,5,4
4,6,6,5
807,15,4,6
815,1,7,7
822,3,9,8
3,131,12,9
18,1,15,10
817,5,10,11
818,5,14,12
13,6,13,13
821,15,20,14
5,208,8,15
814,10,11,16
813,3,17,17
824,206,19,18
823,207,18,19
819,207,22,20
820,206,21,21
16,10,16,\N
20,9,1,1
17,9,4,2
4,6,3,3
18,1,14,4
3,131,2,5
815,1,19,6
13,6,9,7
807,15,10,8
1,131,5,9
817,5,7,10
814,10,12,11
821,15,17,12
16,10,15,13
5,208,11,14
818,5,8,15
813,3,16,16
824,206,21,17
823,207,20,18
820,206,22,19
819,207,18,\N
822,3,13,\N
154,208,6,\N
3,131,3,1
825,1,4,2
18,1,10,3
4,6,5,4
822,3,15,5
807,10,7,6
8,6,11,7
818,5,6,8
826,5,8,9
815,10,16,10
16,15,13,11
821,15,20,12
820,206,17,13
824,206,18,\N
154,208,22,\N
813,208,21,\N
828,207,19,\N
20,9,12,\N
1,131,1,\N
13,3,9,\N
155,207,14,\N
817,9,2,\N
1,131,1,1
3,131,3,2
20,9,2,3
4,6,4,4
807,10,7,5
18,1,10,6
13,3,13,7
822,3,18,8
825,1,8,9
826,5,11,10
154,208,15,11
8,6,6,12
155,207,20,13
828,207,22,14
820,206,21,15
817,9,5,\N
821,15,12,\N
16,15,17,\N
818,5,9,\N
824,206,19,\N
813,208,16,\N
815,10,14,\N
1,131,2,1
3,131,1,2
815,10,4,3
817,9,13,4
807,10,11,5
20,9,10,6
13,3,7,7
822,3,3,8
4,6,9,9
8,6,5,10
826,5,12,11
154,208,16,12
820,206,21,13
813,208,17,14
155,207,18,15
824,206,19,16
18,1,6,17
825,1,8,\N
821,15,15,\N
828,207,20,\N
818,5,14,\N
16,15,22,\N
1,131,1,1
3,131,4,2
4,6,5,3
817,9,2,4
20,9,3,5
807,10,8,6
822,3,7,7
8,6,11,8
815,10,16,9
826,5,13,10
18,1,12,11
818,5,9,12
825,1,15,13
813,208,22,14
13,3,6,15
821,15,17,16
824,206,19,17
155,207,18,18
820,206,21,19
828,207,20,20
154,208,10,\N
16,15,14,\N
1,131,1,1
3,131,2,2
817,9,3,3
20,9,15,4
822,3,4,5
4,6,7,6
8,6,6,7
154,208,5,8
815,10,11,9
807,10,10,10
18,1,8,11
825,1,14,12
13,3,9,13
826,5,12,14
813,208,22,15
821,15,13,16
16,15,16,17
824,206,18,18
820,206,17,19
828,207,19,20
155,207,20,\N
818,5,21,\N
3,131,1,1
1,131,2,2
817,9,3,3
4,6,5,4
807,10,11,5
18,1,12,6
13,3,16,7
154,208,14,8
824,206,21,9
825,1,8,10
828,207,22,11
8,6,6,12
155,207,20,13
820,206,19,14
821,15,17,\N
822,3,13,\N
818,5,7,\N
16,15,18,\N
826,5,9,\N
20,9,4,\N
815,10,10,\N
813,208,15,\N
817,9,6,1
3,131,1,2
20,9,3,3
18,1,9,4
807,10,11,5
4,6,7,6
822,3,4,7
818,5,8,8
825,1,12,9
8,6,10,10
815,10,13,11
13,3,5,12
16,15,16,13
821,15,22,14
154,208,14,\N
826,5,15,\N
1,131,2,\N
155,207,21,\N
813,208,17,\N
828,207,20,\N
820,206,18,\N
824,206,19,\N
3,131,3,1
1,131,9,2
822,3,2,3
13,3,1,4
4,6,4,5
815,10,15,6
825,1,6,7
817,9,5,8
807,10,10,9
8,6,8,10
18,1,11,11
813,208,13,12
16,15,16,13
154,208,22,14
824,206,18,15
155,207,19,16
820,206,21,17
828,207,20,18
821,15,17,19
818,5,14,\N
20,9,12,\N
826,5,7,\N
1,131,6,1
822,3,14,2
817,9,8,3
18,1,3,4
20,9,2,5
4,6,16,6
825,1,5,7
807,10,4,8
826,5,9,9
818,5,10,10
815,10,7,11
154,208,11,12
16,15,13,13
824,206,12,14
155,207,22,15
820,206,17,16
813,208,20,17
3,131,1,\N
828,207,21,\N
821,15,19,\N
13,3,15,\N
8,6,18,\N
3,131,1,1
822,3,2,2
1,131,20,3
20,9,6,4
4,6,7,5
817,9,5,6
807,10,9,7
18,1,11,8
825,1,4,9
815,10,10,10
8,6,12,11
813,208,18,12
818,5,13,13
821,15,16,14
824,206,17,15
155,207,19,16
820,206,21,17
828,207,22,18
16,15,15,\N
826,5,8,\N
154,208,14,\N
13,3,3,\N
817,9,4,1
4,6,5,2
1,131,22,3
3,131,1,4
13,3,6,5
8,6,16,6
20,9,2,7
822,3,3,8
818,5,8,9
18,1,7,10
16,15,11,11
825,1,21,12
813,208,20,13
826,5,10,14
824,206,15,15
820,206,18,16
821,15,13,\N
155,207,17,\N
815,10,12,\N
807,10,9,\N
154,208,14,\N
828,207,19,\N
817,9,5,1
3,131,1,2
822,3,6,3
8,6,8,4
20,9,3,5
18,1,10,6
4,6,4,7
815,10,13,8
826,5,11,9
807,10,18,10
818,5,12,11
825,1,7,12
13,3,9,13
16,15,14,14
821,15,20,15
820,206,19,16
828,207,22,17
824,206,16,18
1,131,2,\N
154,208,15,\N
813,208,17,\N
827,207,21,\N
1,131,1,1
3,131,2,2
13,3,4,3
822,3,3,4
817,9,9,5
20,9,8,6
815,10,10,7
18,1,6,8
8,6,11,9
825,1,5,10
826,5,21,11
807,10,13,12
818,5,12,13
813,208,16,14
16,15,14,15
154,208,17,16
155,207,18,17
824,206,19,18
821,15,15,19
828,207,22,20
4,6,7,\N
820,206,20,\N
1,131,1,1
20,9,4,2
817,9,3,3
4,6,5,4
13,3,6,5
818,5,12,6
815,10,15,7
8,6,7,8
807,10,13,9
825,1,9,10
822,3,8,11
813,208,18,12
154,208,16,13
826,5,10,14
828,207,22,15
824,206,19,16
820,206,21,17
18,1,11,\N
16,15,17,\N
821,15,14,\N
3,131,2,\N
155,207,20,\N
1,131,2,1
3,131,1,2
20,9,9,3
817,9,6,4
18,1,8,5
822,3,3,6
13,3,4,7
807,10,13,8
818,5,20,9
815,10,11,10
826,5,12,11
8,6,10,12
821,15,15,13
825,1,7,14
154,208,16,15
813,208,22,16
828,207,17,17
820,206,21,18
155,207,19,19
824,206,18,20
16,15,14,21
4,6,5,\N
1,131,1,1
3,131,2,2
822,3,3,3
18,1,4,4
825,1,11,5
4,6,7,6
817,9,6,7
20,9,10,8
8,6,8,9
815,10,12,10
13,3,18,11
807,10,17,12
818,5,9,13
826,5,5,14
821,15,13,15
16,15,14,16
154,208,15,17
813,208,21,18
828,207,16,19
155,207,19,\N
820,206,20,\N
1,131,2,1
3,131,1,2
817,9,5,3
13,3,4,4
822,3,3,5
4,6,6,6
20,9,18,7
825,1,7,8
818,5,14,10
813,208,10,9
154,208,16,11
18,1,12,12
8,6,8,13
821,15,15,14
826,5,17,15
807,10,13,\N
815,10,11,\N
16,15,9,\N
3,131,1,1
1,131,2,2
13,3,3,3
18,1,5,4
20,9,6,5
4,6,8,6
8,6,10,7
807,10,12,8
825,1,7,9
822,3,4,10
826,5,17,11
813,208,16,12
818,5,15,13
821,15,11,14
815,10,18,15
16,15,13,16
154,208,14,17
817,9,9,\N
1,131,2,1
13,3,4,2
822,3,3,3
817,9,20,4
18,1,6,5
807,10,12,6
815,10,11,7
20,9,19,8
4,6,8,9
8,6,7,10
825,1,9,11
818,5,10,12
154,208,18,13
3,131,1,14
821,15,14,15
16,15,13,16
829,207,17,17
155,207,16,\N
813,208,15,\N
826,5,5,\N
1,131,1,1
3,131,2,2
20,6,4,3
13,3,3,4
831,15,10,5
817,9,6,6
807,10,13,7
828,15,15,8
832,5,7,9
815,10,14,10
18,1,16,11
8,6,5,\N
830,5,11,\N
154,208,8,\N
813,208,9,\N
826,9,12,\N
825,1,17,\N
822,3,0,\N
20,6,2,1
1,131,1,2
3,131,3,3
8,6,11,4
822,3,8,5
13,3,7,6
830,5,6,7
832,5,15,8
826,9,5,9
817,9,4,10
154,208,10,11
831,15,16,12
815,10,14,13
807,10,13,14
833,209,19,15
813,208,12,\N
18,1,17,\N
4,1,18,\N
828,15,9,\N
829,209,0,\N
1,131,1,1
3,131,2,2
20,6,3,3
8,6,6,4
13,3,4,5
822,3,5,6
154,208,8,7
831,15,9,8
817,9,7,9
828,15,10,10
815,10,15,11
4,1,18,12
832,5,14,13
18,1,17,14
829,209,19,15
833,209,20,16
830,5,13,17
813,208,11,\N
826,9,12,\N
807,10,16,\N
1,131,1,1
8,6,4,2
3,131,3,3
822,3,5,4
20,6,2,5
817,9,7,6
154,208,10,7
815,10,11,8
826,9,17,9
13,3,6,10
4,1,14,11
831,15,12,12
807,10,8,13
828,15,13,14
813,208,16,15
829,209,18,16
833,209,19,17
830,5,15,\N
832,5,9,\N
18,1,20,\N
3,131,1,1
1,131,2,2
20,6,3,3
822,3,4,4
8,6,7,5
13,3,9,6
817,9,10,7
154,208,11,8
832,5,5,9
826,9,8,10
830,5,6,11
831,15,15,12
815,10,18,13
828,15,16,14
807,10,17,15
18,1,14,16
829,209,19,17
833,209,20,18
813,208,12,\N
4,1,13,\N
3,131,2,1
20,6,3,2
1,131,1,3
826,9,5,4
817,9,4,5
8,6,6,6
815,10,7,7
18,1,10,8
831,15,14,9
832,5,0,10
807,10,11,11
154,208,15,12
828,15,17,13
822,3,16,14
13,3,12,15
833,209,19,16
829,209,18,17
830,5,9,\N
4,1,13,\N
813,208,8,\N
1,131,1,1
3,131,2,2
822,3,4,3
8,6,3,4
20,6,18,5
13,3,15,6
813,208,6,7
807,10,7,8
826,9,8,9
154,208,5,10
815,10,10,11
832,5,11,12
817,9,9,13
828,15,12,14
830,5,19,15
831,15,14,16
829,209,17,17
833,209,16,\N
18,1,20,\N
4,1,13,\N
3,131,2,1
1,131,1,2
13,3,4,3
20,6,3,4
822,3,6,5
807,10,5,6
813,208,10,7
830,5,7,8
815,10,13,9
817,9,18,10
831,15,8,11
826,9,15,12
828,15,11,13
833,209,16,14
154,208,9,\N
832,5,12,\N
18,1,20,\N
829,209,17,\N
8,6,14,\N
4,1,19,\N
1,131,1,1
3,131,2,2
20,6,6,3
13,3,3,4
822,3,4,5
826,9,7,6
807,10,9,7
8,6,5,8
815,10,11,9
4,1,17,10
828,15,15,11
833,209,20,12
829,209,19,13
832,5,8,\N
817,9,10,\N
830,5,13,\N
813,208,14,\N
18,1,18,\N
154,208,12,\N
831,15,16,\N
20,6,3,1
826,9,7,2
817,9,4,3
830,5,9,4
4,1,15,5
1,131,1,6
154,208,10,7
3,131,2,8
18,1,16,9
828,15,17,10
831,15,18,11
13,3,8,12
822,3,6,13
813,208,14,14
833,209,19,15
829,209,20,16
832,5,12,\N
8,6,5,\N
815,10,13,\N
807,10,11,\N
1,131,1,1
3,131,2,2
154,208,9,3
826,9,12,4
815,10,4,5
13,3,6,6
8,6,16,7
830,5,18,8
822,3,3,9
828,15,13,10
831,15,14,11
20,6,8,12
4,1,20,13
18,1,19,14
833,209,17,15
829,209,15,16
832,5,10,\N
817,9,5,\N
813,208,7,\N
807,10,11,\N
1,131,1,1
20,6,3,2
13,3,5,3
822,3,6,4
8,6,2,5
815,10,7,6
807,10,9,7
817,9,19,8
828,15,12,9
826,9,18,10
832,5,17,11
830,5,20,12
831,15,17,13
18,1,15,14
829,209,13,15
833,209,14,16
3,131,4,17
4,1,16,18
154,208,8,\N
813,208,10,\N
20,6,1,1
817,9,2,2
8,6,3,3
3,131,6,4
822,3,7,5
826,9,4,6
815,10,13,7
830,5,8,8
832,5,14,9
831,15,16,10
828,15,17,11
813,208,18,12
154,208,10,13
834,209,20,14
829,209,19,15
18,1,15,\N
4,1,12,\N
1,131,5,\N
13,3,9,\N
807,10,11,\N
1,131,2,1
3,131,1,2
20,6,4,3
8,6,6,4
822,3,3,5
807,10,13,6
154,208,8,7
813,208,11,8
830,5,17,9
832,5,10,10
4,1,12,11
815,10,9,12
826,9,20,13
828,15,15,14
817,9,7,15
18,1,14,16
13,3,5,17
834,209,19,18
829,209,18,19
831,15,16,\N
1,131,2,1
20,6,4,2
815,10,7,3
13,3,15,4
8,6,5,8
831,15,12,6
813,208,14,7
18,1,13,9
830,5,9,10
4,1,19,11
822,3,3,12
833,209,18,13
829,209,17,14
817,9,10,15
832,5,20,\N
154,208,8,\N
3,131,1,\N
807,10,6,\N
828,15,17,\N
1,131,2,1
826,9,11,5
3,131,1,2
20,6,13,3
830,5,8,4
815,10,5,5
18,1,11,6
832,5,20,7
813,208,12,8
831,15,15,9
817,9,3,10
4,1,9,11
834,209,17,12
826,9,4,\N
807,10,6,\N
828,15,14,\N
8,6,18,\N
13,3,7,\N
154,208,10,\N
822,3,16,\N
829,209,19,\N
3,131,1,1
1,131,2,2
822,3,6,3
826,9,4,4
817,9,5,5
13,3,7,6
807,10,10,7
815,10,9,8
830,5,8,9
154,208,12,10
813,208,13,11
828,15,14,12
832,5,11,13
18,1,20,14
834,209,16,15
829,209,17,16
831,15,15,\N
20,6,3,\N
8,6,19,\N
4,1,18,\N
3,131,1,1
1,131,2,2
20,6,3,3
8,6,4,4
822,3,7,5
807,10,5,6
826,9,6,7
154,208,14,8
830,5,9,9
813,208,15,10
817,9,19,11
815,10,11,12
831,15,13,13
18,1,16,14
4,1,20,15
828,15,12,16
829,209,18,17
834,209,17,18
832,5,10,\N
13,3,8,\N
3,131,1,1
1,131,2,2
8,6,3,3
20,6,15,4
815,10,4,5
817,9,5,6
807,10,7,7
13,3,8,8
154,208,18,9
826,9,9,10
832,5,10,11
18,1,12,12
822,3,6,13
828,15,17,14
831,15,14,15
830,5,11,16
4,1,16,17
829,209,19,18
833,209,20,19
813,208,13,\N
3,131,2,1
1,131,1,2
20,6,3,3
817,9,8,4
13,3,6,5
154,210,19,6
807,10,10,7
822,3,16,8
832,5,7,9
830,5,5,10
835,4,13,11
825,4,14,12
815,10,9,13
18,1,12,14
831,15,17,15
836,209,21,16
828,15,15,\N
8,6,4,\N
837,209,22,\N
821,210,20,\N
4,1,11,\N
826,9,18,\N
3,131,2,1
8,6,4,2
1,131,1,3
817,9,5,4
154,210,9,5
830,5,10,6
826,9,15,7
13,3,7,8
822,3,6,9
838,1,12,10
825,4,22,11
828,15,17,12
836,209,16,13
831,15,21,14
807,10,8,15
815,10,18,16
837,209,20,17
832,5,11,\N
821,210,13,\N
18,1,14,\N
20,6,3,\N
835,4,19,\N
3,131,1,1
20,6,4,2
826,9,6,3
817,9,2,4
8,6,3,5
13,3,10,6
1,131,22,7
830,5,9,8
832,5,8,9
822,3,5,10
815,10,7,11
4,1,11,12
18,1,12,13
821,210,18,14
807,10,13,15
828,15,15,16
825,4,17,17
836,209,21,18
154,210,14,19
831,15,16,20
837,209,20,21
835,4,19,22
3,131,1,1
1,131,10,2
8,6,3,3
822,3,2,4
13,3,4,5
4,1,14,6
825,4,17,7
154,210,15,8
815,10,6,9
18,1,12,10
817,9,5,11
832,5,11,12
835,4,18,13
828,15,22,14
826,9,8,15
831,15,19,16
821,210,16,17
836,209,20,18
830,5,9,\N
20,6,7,\N
807,10,13,\N
837,209,21,\N
830,9,4,1
8,6,5,2
20,6,6,3
817,9,3,4
822,3,7,5
832,5,8,6
815,10,9,7
13,3,18,8
18,1,12,9
826,5,13,10
821,210,16,11
828,15,19,12
835,4,17,13
825,4,15,14
831,15,20,15
836,209,21,16
837,209,22,17
154,210,14,\N
4,1,10,\N
807,10,11,\N
1,131,1,\N
3,131,2,\N
1,131,3,1
817,9,1,2
815,10,7,3
20,6,4,4
4,1,9,5
807,10,5,6
3,131,2,7
832,5,6,8
18,1,13,9
13,3,14,10
821,210,12,11
822,3,10,12
154,210,15,13
836,209,20,14
837,209,19,15
828,15,17,\N
831,15,0,\N
830,9,0,\N
825,4,16,\N
826,5,8,\N
8,6,11,\N
835,4,18,\N
1,131,1,1
20,6,3,2
822,3,7,3
830,9,5,4
3,131,2,5
8,6,6,6
817,9,4,7
807,10,9,8
832,5,20,9
815,10,11,10
4,1,10,11
826,5,15,12
821,210,13,13
154,210,14,14
828,15,21,15
825,4,22,16
836,209,17,17
831,15,18,18
837,209,19,19
13,3,8,\N
835,4,16,\N
18,1,12,\N
3,131,1,1
20,6,3,2
815,10,7,3
8,6,4,4
1,131,10,5
822,3,8,6
817,9,2,7
830,9,9,8
807,10,12,9
13,3,5,10
18,1,19,11
831,15,15,12
154,210,11,13
825,4,22,14
835,4,21,15
821,210,14,16
828,15,20,17
837,209,16,18
4,1,13,\N
836,209,17,\N
832,5,18,\N
826,5,6,\N
1,131,1,1
830,9,8,2
8,6,4,3
3,131,6,4
817,9,5,5
18,1,3,6
154,210,13,7
832,5,15,8
822,3,7,9
836,209,12,10
821,210,11,11
835,4,19,12
831,15,21,13
825,4,17,14
828,15,18,15
837,209,20,16
815,10,16,17
4,1,14,18
807,10,2,19
13,3,0,20
20,6,9,\N
826,5,0,\N
1,131,1,1
830,9,3,2
3,131,2,3
817,9,4,4
8,6,5,5
815,10,10,6
807,10,8,7
832,5,7,8
20,6,11,9
826,5,15,10
13,3,12,11
18,1,17,12
4,1,9,13
822,3,6,14
831,15,21,15
821,210,14,16
825,4,16,17
835,4,18,\N
837,209,19,\N
154,210,13,\N
828,15,22,\N
836,209,20,\N
1,131,2,1
3,131,1,2
817,9,3,3
20,6,5,4
830,9,4,5
8,6,14,6
4,1,7,7
832,5,6,8
822,3,10,9
807,10,9,10
815,10,13,11
835,4,17,12
821,210,15,13
154,210,11,14
825,4,19,15
826,5,12,16
831,15,16,17
13,3,18,18
836,209,20,19
828,15,22,20
837,209,21,21
18,1,8,\N
1,131,2,1
817,9,3,2
830,9,4,3
3,131,1,4
20,6,6,5
8,6,5,6
807,10,8,7
18,1,12,8
822,3,7,9
815,10,9,10
821,210,11,11
4,1,13,12
154,210,20,13
832,5,15,14
826,5,18,15
825,4,16,16
836,209,17,17
828,15,22,18
835,4,14,19
837,209,19,20
831,15,21,\N
13,3,10,\N
3,131,1,1
817,9,5,2
1,131,21,3
807,10,7,4
815,10,6,5
20,6,4,6
4,1,22,7
822,3,8,8
8,6,3,9
13,3,10,10
830,9,2,11
821,210,18,12
154,210,11,13
826,5,19,14
835,4,13,15
839,209,17,16
831,15,16,17
825,4,12,\N
828,15,20,\N
832,5,14,\N
18,1,9,\N
836,209,15,\N
3,131,2,1
1,131,1,2
20,6,3,3
8,6,4,4
817,9,6,5
822,3,5,6
830,9,7,7
815,10,8,8
13,3,11,9
807,10,9,10
154,210,17,11
18,1,14,12
821,210,10,13
4,1,12,14
832,5,15,15
828,15,19,16
825,4,21,17
839,209,22,18
826,5,16,\N
836,209,13,\N
835,4,20,\N
831,15,18,\N
3,131,1,1
817,9,2,2
1,131,3,3
8,6,5,4
20,6,22,5
830,9,4,6
4,1,9,7
815,10,17,8
826,5,7,9
825,4,15,10
821,210,13,11
13,3,11,12
831,15,16,13
832,5,6,14
835,4,18,15
836,209,19,16
828,15,14,17
839,209,21,18
18,1,12,\N
822,3,10,\N
807,10,8,\N
154,210,20,\N
817,9,4,1
830,9,3,2
3,131,2,3
8,6,6,4
822,3,11,5
815,10,7,6
4,1,22,7
807,10,8,8
18,1,9,9
835,4,19,10
832,5,16,11
828,15,17,12
13,3,10,13
826,5,15,14
836,209,21,15
839,209,20,16
831,15,18,\N
1,131,1,\N
821,210,13,\N
825,4,14,\N
154,210,12,\N
20,6,5,\N
3,131,1,1
830,9,3,2
1,131,2,3
20,6,6,4
8,6,8,5
817,9,4,6
815,10,5,7
807,10,9,8
13,3,12,9
822,3,11,10
154,210,7,11
835,4,16,12
826,5,13,13
825,4,17,14
828,15,18,15
4,1,15,16
832,5,14,17
18,1,22,18
831,15,19,19
821,210,10,20
839,209,20,21
836,209,21,22
1,131,1,1
3,131,2,2
817,9,3,3
20,6,6,4
4,1,12,5
832,5,10,6
13,3,9,7
815,10,11,8
18,1,19,9
154,210,17,10
826,5,13,11
825,4,18,12
835,4,15,13
828,15,16,14
831,15,21,15
822,3,8,16
836,209,20,17
839,209,22,18
8,6,5,\N
830,9,4,\N
821,210,14,\N
807,10,7,\N
1,131,1,1
3,131,2,2
817,9,4,3
830,9,3,4
20,6,7,5
8,6,6,6
807,10,5,7
822,3,8,8
13,3,9,9
815,10,12,10
828,15,15,11
18,1,13,12
4,1,11,13
835,4,21,14
831,15,19,15
832,5,10,16
825,4,14,17
826,5,18,18
821,210,17,19
154,210,22,20
839,209,20,21
836,209,16,\N
1,131,1,1
3,131,2,2
830,9,4,3
815,10,9,4
20,6,5,5
832,5,15,6
807,10,8,7
817,9,6,8
831,15,21,9
4,1,10,10
822,3,11,11
839,209,22,12
826,5,14,13
825,4,18,14
836,209,19,15
18,1,17,16
821,210,12,\N
13,3,13,\N
835,4,16,\N
8,6,3,\N
828,15,20,\N
154,210,7,\N
1,131,1,1
3,131,2,2
20,6,5,3
830,9,6,4
817,9,3,5
8,6,4,6
807,10,7,7
815,10,8,8
13,3,10,9
4,1,9,10
154,210,14,11
821,210,13,12
839,209,20,13
836,209,16,14
828,15,22,15
831,15,19,16
835,4,15,17
832,5,21,\N
826,5,17,\N
18,1,12,\N
822,3,11,\N
825,4,18,\N
20,6,2,1
1,131,1,2
822,131,3,3
8,6,4,4
830,9,5,5
13,3,7,6
815,10,10,7
832,5,8,8
826,5,9,9
839,10,13,10
807,4,11,11
841,15,16,12
838,1,18,13
4,1,12,\N
825,210,17,\N
840,3,20,\N
817,9,0,\N
828,15,14,\N
835,4,19,\N
154,210,6,\N
1,131,1,1
20,6,2,2
830,9,16,3
817,9,5,4
8,6,4,5
822,131,3,6
832,5,11,7
825,210,12,8
815,10,8,9
839,10,17,10
154,210,19,11
807,4,7,12
835,4,20,13
13,3,6,14
828,15,14,15
4,1,13,\N
826,5,9,\N
838,1,15,\N
841,15,18,\N
840,3,10,\N
20,6,3,1
1,131,2,2
822,131,1,3
8,6,5,4
817,9,4,5
13,3,8,6
815,10,18,7
154,210,9,8
807,4,7,9
839,10,14,10
836,15,13,11
826,5,11,12
835,4,10,13
4,1,15,14
828,15,19,\N
832,5,16,\N
840,3,12,\N
830,9,6,\N
825,210,20,\N
838,1,17,\N
822,131,3,1
20,6,1,2
8,6,2,3
1,131,4,4
830,9,7,5
815,10,9,6
839,10,10,7
807,4,8,8
13,3,6,9
832,5,14,10
840,3,11,11
826,5,12,12
825,210,13,13
838,1,20,14
828,15,18,15
836,15,17,16
817,9,5,\N
835,4,16,\N
154,210,19,\N
4,1,15,\N
1,131,1,1
20,6,2,2
817,9,6,3
815,10,8,4
839,10,10,5
807,4,13,6
832,5,12,7
836,15,15,8
826,5,19,9
154,210,14,10
828,15,16,11
4,1,7,12
13,3,9,13
825,210,11,14
835,4,17,15
840,3,18,16
822,131,3,\N
838,1,20,\N
830,9,5,\N
8,6,4,\N
20,6,2,1
8,6,1,2
817,9,5,3
822,131,3,4
830,9,4,5
832,5,6,6
1,131,13,7
154,210,8,8
13,3,14,9
825,210,11,10
835,4,16,11
839,10,15,12
815,10,7,13
826,5,9,14
840,3,17,15
838,1,12,\N
828,15,19,\N
18,1,20,\N
836,15,18,\N
807,4,10,\N
1,131,1,1
822,131,3,2
817,9,6,3
20,6,2,4
815,10,8,5
839,10,9,6
8,6,4,7
807,4,10,8
840,3,17,9
154,210,14,10
835,4,15,11
825,210,18,12
828,15,19,13
838,1,16,14
836,15,20,15
4,1,12,16
826,5,11,\N
830,9,5,\N
13,3,7,\N
832,5,13,\N
817,9,10,1
822,131,2,2
840,3,8,3
20,6,4,4
1,131,1,5
839,10,7,6
825,210,12,7
832,5,15,8
4,1,19,9
836,15,14,10
828,15,17,11
838,1,18,12
154,210,16,13
8,6,3,14
815,10,6,\N
13,3,9,\N
807,4,13,\N
830,9,5,\N
826,5,11,\N
835,4,20,\N
24,164,0,\N
39,164,0,\N
815,15,0,\N
822,131,1,1
20,6,2,2
817,9,4,3
1,131,8,4
8,6,3,5
154,210,6,6
815,10,7,7
839,10,9,8
13,3,17,9
840,3,18,10
835,4,16,11
838,1,13,12
807,4,11,13
836,15,20,14
828,15,19,15
826,5,14,16
832,5,10,\N
825,210,15,\N
4,1,12,\N
830,9,5,\N
1,131,1,1
822,131,9,2
8,6,2,3
830,9,4,4
817,9,19,5
807,4,5,6
20,6,3,7
839,10,7,8
815,10,6,9
13,3,14,10
838,1,8,11
825,210,16,12
154,210,10,13
828,15,18,14
826,5,12,15
840,3,15,16
836,15,17,17
4,1,20,\N
832,5,13,\N
835,4,11,\N
20,6,1,1
8,6,2,2
822,131,3,3
1,131,4,4
830,9,5,5
4,1,7,6
832,5,9,7
815,10,13,8
839,10,11,9
838,1,8,10
826,5,16,11
835,4,10,12
825,210,15,13
840,3,17,14
836,15,18,15
828,15,20,16
807,4,12,17
814,3,19,\N
154,210,14,\N
817,9,6,\N
1,131,1,1
20,6,2,2
817,9,6,3
8,6,4,4
822,131,3,5
807,4,7,6
154,210,11,7
13,3,16,8
839,10,9,9
832,5,13,10
840,3,15,11
826,5,19,12
835,4,14,13
838,1,20,14
825,210,12,15
828,15,17,16
815,10,8,17
4,1,10,\N
830,9,5,\N
836,15,18,\N
1,131,1,1
822,131,4,2
20,6,6,3
817,9,16,4
8,6,5,5
839,10,3,6
840,3,2,7
13,3,7,8
815,10,10,9
830,9,13,10
825,210,9,11
826,5,8,12
807,4,14,13
832,5,15,14
154,210,20,15
836,15,12,16
4,1,19,17
828,15,11,18
838,1,18,\N
835,4,17,\N
1,131,5,1
817,9,3,2
822,131,6,3
